number,title,state,outcome_detail,opened_at_utc,merged_at_utc,closed_at_utc,merged_by,closed_by,url,merge_sha,retained_commit_count,retained_commit_author_counts,has_maintainer_authored_commit,force_push_events,merge_has_test_file_changes,review_highlight,later_follow_up,linked_issue_numbers,retained_commit_urls,source_file_overlap_with_later_noncohort_commits
7655,fix(Stream): preserve large source chunks when rechunking,MERGED,merged,2026-09-02T18:49:56Z,2026-09-03T01:08:27Z,2026-09-03T01:08:27Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7655,2e39e8bafef7d3fee9f3b324b7d50cc064376667,3,kitlangton=1; tim-smart=2,True,0,True,Tim strengthened the large/split-chunk regressions and requested an indexed loop instead of spreading or iterating the chunk indirectly.,No specific later follow-up identified.,7654,https://github.com/Effect-TS/effect/commit/c749fad3b3e122e069617261ef585c7350693f8b; https://github.com/Effect-TS/effect/commit/7e7c55b72f8f3a4ff0d7836094dcb3d500f02fcb; https://github.com/Effect-TS/effect/commit/86484819fd9054f8872939dbf0913c9823c63dd3,93f32c93ca0ba14ac454385796322d0a4a1ef7d7; b845b186379106c17ed4b1149e2462cd0d2d77b5
7657,refactor(Channel): remove runDone,MERGED,merged,2026-09-02T18:50:01Z,2026-09-03T01:10:04Z,2026-09-03T01:10:04Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7657,381b79464f8e0a520585fdcfdd3e95e0553d0b27,3,kitlangton=1; tim-smart=2,True,0,True,"API redesign: Kit proposed fixing runDone's completion value; Tim removed the redundant API in favor of runDrain and updated tests, docs and migration guidance.",No specific later follow-up identified.,7656,https://github.com/Effect-TS/effect/commit/3e431754cee6d783f547d15e9e23f1d4e88a9eff; https://github.com/Effect-TS/effect/commit/912665ed24fbfa0873dec828c504dbfbafe6756d; https://github.com/Effect-TS/effect/commit/b3228e1915c8209cc8f902280f7fc0c0c62af971,b845b186379106c17ed4b1149e2462cd0d2d77b5
7659,fix(Sink): preserve unconsumed leftovers in flatMap,MERGED,merged,2026-09-02T18:50:05Z,2026-09-03T00:44:57Z,2026-09-03T00:44:57Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7659,ed74b18b95b0797808f2f7928f413f1cf2279d77,3,kitlangton=1; tim-smart=2,True,0,True,Tim reduced the flatMap leftovers regression and tightened the release note.,No specific later follow-up identified.,7658,https://github.com/Effect-TS/effect/commit/97b8d10a992c1546b3f3fe60555e0e7f76d2c401; https://github.com/Effect-TS/effect/commit/d1d244c126b531e2388e17c4ef75ef9dae5d3afd; https://github.com/Effect-TS/effect/commit/cb0fb2789914f580e23654fad636b9ca761cc112,
7661,fix(Schema): preserve percent-encoded JSON Schema references,MERGED,merged,2026-09-02T18:50:10Z,2026-09-03T03:38:15Z,2026-09-03T03:38:15Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7661,4b73e1bd5576346d7939be8915f3053e428d1c0e,2,kitlangton=1; tim-smart=1,True,0,True,Tim added malformed callback-reference handling before merge; the later shared JSON Pointer work revisited that policy.,"Code-traced follow-up: [#7823](https://github.com/Effect-TS/effect/pull/7823), merged September 3, moves fragment parsing/formatting into JsonPointer, reuses it in JsonSchema, and rejects malformed local callback references instead of retaining raw malformed tokens.",7660,https://github.com/Effect-TS/effect/commit/3617655d511da9bbd447d7a366daaa04ec76595e; https://github.com/Effect-TS/effect/commit/1b75e1f664a02e49b5b4c211b66d4c3a8d0d88c8,180b635aea8857b057d8843d04a7e2377c2d34e8
7663,fix(VariantSchema): preserve classes in default extraction,MERGED,merged,2026-09-02T18:50:15Z,2026-09-03T00:35:25Z,2026-09-03T00:35:25Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7663,6f090d4c2032cc35f7f9a9eac900d0329b8ac07e,3,kitlangton=1; tim-smart=2,True,0,True,Tim isolated the class-extraction reproduction and landed default-variant identity preservation.,No specific later follow-up identified.,7662,https://github.com/Effect-TS/effect/commit/b4f13a97b22e81c921b974639dd8089cfc9939a6; https://github.com/Effect-TS/effect/commit/f6a1c03efd760f946e8e2e06200fea167fe8cb29; https://github.com/Effect-TS/effect/commit/27259e1ec2c98d7e9d1e8e460064f47a8e54e758,
7665,fix(Model): preserve omitted variants in FieldOption,MERGED,merged,2026-09-02T18:50:20Z,2026-09-03T01:08:51Z,2026-09-03T01:08:51Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7665,d3c6b73cc4b78f22fdb2e25c8bebda027551540b,3,kitlangton=1; tim-smart=2,True,1,True,Tim isolated the omitted-variant reproduction and landed preservation of undefined variants.,No specific later follow-up identified.,7664,https://github.com/Effect-TS/effect/commit/f564d8ffc7008bb576bb02ab6d23844e3fe60186; https://github.com/Effect-TS/effect/commit/a6e218c9da029d5a48564d1b4fb97b02b9122696; https://github.com/Effect-TS/effect/commit/3aa45e4c6e60c2f318f7f27c6a0155b09c1852fb,
7667,fix(Toml): allow child tables in distinct array entries,MERGED,merged,2026-09-02T18:50:24Z,2026-09-03T01:07:56Z,2026-09-03T01:07:56Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7667,fc91af659d0682659e6347eede288f90f618acc0,2,tim-smart=2,True,1,True,The retained branch is Tim-authored test/fix commits; table declarations are tracked by resolved table identity.,No specific later follow-up identified.,7666,https://github.com/Effect-TS/effect/commit/60128d4d6216e5339651a2cb95778ab9c3fedef0; https://github.com/Effect-TS/effect/commit/9139c7aa0744215b2823b7a1ae570d0c41b47c2f,
7669,fix(Yaml): preserve folded scalar paragraph and indentation breaks,MERGED,merged,2026-09-02T18:50:29Z,2026-09-03T01:10:48Z,2026-09-03T01:10:48Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7669,d14c4631ac82911a8ca0b6c24c14ecb95863ee6b,4,tim-smart=4,True,1,True,Tim added folded-scalar edge cases and further corrected blank-line counting after the initial folding fix.,No specific later follow-up identified.,7668,https://github.com/Effect-TS/effect/commit/dddee91450eda5a03cbb1f18e396e758525bcc4a; https://github.com/Effect-TS/effect/commit/24d3c4347e59d00d02036840005c4f6de7cabd21; https://github.com/Effect-TS/effect/commit/14c073211222aa8be855605743a85852543f54ca; https://github.com/Effect-TS/effect/commit/273695734da6f96142cc2404bcb8185dc74132f5,
7671,fix(Sse): preserve events with mixed line endings,MERGED,merged,2026-09-02T18:50:34Z,2026-09-03T00:42:43Z,2026-09-03T00:42:43Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7671,2245997ad2214591b7d9674777595092926743cf,2,kitlangton=1; tim-smart=1,True,0,True,Tim reduced the mixed-line-ending SSE regression.,No specific later follow-up identified.,7670,https://github.com/Effect-TS/effect/commit/3aa0c01e86850bce2d5cc09cb96c9c99c6209227; https://github.com/Effect-TS/effect/commit/904f4654d1268600d97b3525576c1bde7cb75628,
7673,fix(SchemaBinary): preserve leading U+FEFF in strings,MERGED,merged,2026-09-02T18:50:38Z,2026-09-03T00:44:01Z,2026-09-03T00:44:01Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7673,d592c1492ad895ea72537e10387b735f3ba0e7de,2,kitlangton=1; tim-smart=1,True,0,True,Tim reduced the BOM round-trip regression; the shared UTF-8 decoder uses ignoreBOM to retain U+FEFF.,No specific later follow-up identified.,7672,https://github.com/Effect-TS/effect/commit/95f02d6e267f39be9478aeb80a4d422490558674; https://github.com/Effect-TS/effect/commit/5e0480d2d60ff16f799b0b6e1fad76b8ddbaf06c,
7675,fix(Mime): normalize parameters in all-extension lookups,MERGED,merged,2026-09-02T18:50:43Z,2026-09-03T00:47:58Z,2026-09-03T00:47:58Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7675,284050c2aa6e78eceb08e5eff1803501cc80a658,2,tim-smart=2,True,1,True,The retained branch is Tim-authored test/fix commits aligning all-extension normalization with the single-extension API.,No specific later follow-up identified.,7674,https://github.com/Effect-TS/effect/commit/388eaadaa9388b25916b220ccfcbeb6c7231ff6b; https://github.com/Effect-TS/effect/commit/05a1d03a4c639acf1e3034f2d8737a8183afbd68,
7677,fix(FetchHttpClient): set duplex for raw Web stream bodies,MERGED,merged,2026-09-02T19:56:25Z,2026-09-03T00:54:32Z,2026-09-03T00:54:32Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7677,9960708052fcaaa873c471aea144ca46955e6023,3,kitlangton=1; tim-smart=2,True,0,True,Tim isolated a native Request reproduction and landed duplex selection from the actual outgoing ReadableStream.,No specific later follow-up identified.,7676,https://github.com/Effect-TS/effect/commit/d10be6a14a8332070ac88e40812f0c456ad2e33a; https://github.com/Effect-TS/effect/commit/af881217299463f64b85b8061e14bdae015f0cc8; https://github.com/Effect-TS/effect/commit/1037dcb238520faf43c7d61276ded5fe8f1bdfb0,
7679,fix(HttpEffect): close request scopes for streaming HEAD responses,MERGED,merged,2026-09-02T19:56:29Z,2026-09-03T01:37:08Z,2026-09-03T01:37:08Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7679,c86c99939e1628813a2f92f0906cfbbe924504e8,2,tim-smart=2,True,1,True,The retained branch is Tim-authored test/fix commits; HEAD responses retain normal request-scope cleanup instead of transferring ownership to an omitted body.,No specific later follow-up identified.,7678,https://github.com/Effect-TS/effect/commit/627357682155d63d17449602d378d33bb77f7034; https://github.com/Effect-TS/effect/commit/708491deaeb49ba8394b8a6e65bf234534e0e7be,fa6027b16e65376078e526fa33116ac0cc82485b; 1e92dbd26f5a74bb32103cbaac0f09460b7954de
7681,fix(HttpServerResponse): preserve Web response content lengths,MERGED,merged,2026-09-02T19:56:34Z,2026-09-03T03:38:40Z,2026-09-03T03:38:40Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7681,975f7586f3dcda5743d6570a740013a9fbdce9a7,2,kitlangton=1; tim-smart=1,True,0,True,Tim tightened the content-length regression; valid lengths are retained through stream metadata using the strict parser.,No specific later follow-up identified.,7680,https://github.com/Effect-TS/effect/commit/be4ee35771fc751831a5989e716fab0d84582064; https://github.com/Effect-TS/effect/commit/ed171ce0ab4d1460d1707e809e7991cde2e78844,93f32c93ca0ba14ac454385796322d0a4a1ef7d7; ca6f0dc4fcea564b351bf505df015d16a8b965ed; 4eb0fa72302b0a63ac34c6515a9cdf96338e586a; 1e92dbd26f5a74bb32103cbaac0f09460b7954de
7683,fix(RpcSerialization): retain falsy control IDs when decoding JSON-RPC,MERGED,merged,2026-09-02T19:56:38Z,2026-09-03T03:57:25Z,2026-09-03T03:57:25Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7683,d8cc9ed80e1df9c056a46ba62df01f7fc0f531c3,2,kitlangton=1; tim-smart=1,True,0,True,Tim reduced the JSON-RPC control-ID regression to both control tags and valid falsy IDs.,No specific later follow-up identified.,7682,https://github.com/Effect-TS/effect/commit/40ab63df2ebb94eba2ef582167e566c6e34594b0; https://github.com/Effect-TS/effect/commit/9209cdd306a929ef702784e3e34a81b3b1524b98,
7685,fix(cli): classify absent required variadic arguments as missing,MERGED,merged,2026-09-02T19:56:43Z,2026-09-03T01:36:06Z,2026-09-03T01:36:06Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7685,1c89c78f9faa3638f398772f3ed7182aa97a1edd,3,kitlangton=1; tim-smart=2,True,0,True,Tim isolated the missing-variadic default reproduction and landed the missing-input classification.,No specific later follow-up identified.,7684,https://github.com/Effect-TS/effect/commit/0bb358450567c766f02b7a39ef2d8d3586a69a70; https://github.com/Effect-TS/effect/commit/8919dced1aa4c403ebb79f6928640952591acfab; https://github.com/Effect-TS/effect/commit/8c22f75c78448dbcb1fb5f238ab485e00345971a,
7687,fix(cli): allow optional wrappers around alternative flags,MERGED,merged,2026-09-02T19:56:48Z,2026-09-03T04:10:24Z,2026-09-03T04:10:24Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7687,48dbbb22bb2e04f63992fc267dd711a0cbd76d72,3,tim-smart=3,True,1,True,Tim removed the unused single-leaf assertion and unnecessary fnUntraced wrapper. Kit also reported an apparently unrelated MySQL deadlock in CI.,No specific later follow-up identified.,7686,https://github.com/Effect-TS/effect/commit/4ce892beb167ef4ec7e8174676cfbc51ff38fc68; https://github.com/Effect-TS/effect/commit/b51f93b873f3a03b7b16af6bf8dd5a2b2b79bc6d; https://github.com/Effect-TS/effect/commit/8676193ba0b02313421003b434c08fb0bfdb9270,
7689,fix(HttpRouter): normalize prefix-removal metadata,MERGED,merged,2026-09-02T19:56:52Z,2026-09-03T03:42:08Z,2026-09-03T03:42:08Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7689,2a3a4783bcd2d4e91e3505c7a6c1e398fea89595,2,kitlangton=1; tim-smart=1,True,0,True,"Tim reduced prefix regression coverage; this fix normalizes trailing-slash removal metadata, while nested prefix ordering was addressed separately.","Adjacent fix: [#7913](https://github.com/Effect-TS/effect/pull/7913), merged September 4, reverses nested prefix composition into the correct parent/child order. Kit's PR explicitly left that ordering unchanged.",7688,https://github.com/Effect-TS/effect/commit/0a62ba121b94e8f5cec48c8a1da56749aad04bbe; https://github.com/Effect-TS/effect/commit/d0b0b0dac35e6d1238fbcdedf58b26ebedf9d424,96f99b325da32bfa535e826d89d838d0edec0dea; fa6027b16e65376078e526fa33116ac0cc82485b; 1e92dbd26f5a74bb32103cbaac0f09460b7954de
7691,fix(HttpStaticServer): ignore Range on non-GET requests,MERGED,merged,2026-09-02T19:56:57Z,2026-09-03T03:42:28Z,2026-09-03T03:42:28Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7691,d386979fedbdd433d28816f9cc74675a9af45189,2,tim-smart=2,True,1,True,The retained branch is Tim-authored test/fix commits using an unsatisfiable HEAD range to prove non-GET requests ignore Range.,No specific later follow-up identified.,7690,https://github.com/Effect-TS/effect/commit/d2a5b96b7eb09cf2f2d0773f9043ce744cf23b69; https://github.com/Effect-TS/effect/commit/050fda2fc8dbd6b5656a1f569d7b5183ec5dfba5,4ab4e838a4c9ab3c9cc0d52d3e83de88686601b0; fc9fedf59fc26a8bc6e45c3860a921f3b7e0f971; 93f32c93ca0ba14ac454385796322d0a4a1ef7d7
7693,fix(HttpMiddleware): preserve existing CORS Vary dimensions,MERGED,merged,2026-09-02T19:57:01Z,2026-09-03T04:30:45Z,2026-09-03T04:30:45Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7693,d68ff05506ab5bb3ec07e1b759ce296423b0dbbe,5,kitlangton=1; tim-smart=4,True,0,True,"Tim added wildcard, preflight and rejected-origin edge cases, shared the Vary helper with compression, and corrected origin-header typing.",No specific later follow-up identified.,7692,https://github.com/Effect-TS/effect/commit/9df0530cdff79a5fa50c68a5a559ea31eb7ab47a; https://github.com/Effect-TS/effect/commit/032aa6ead9f4f7c4c6e9479dc4e1e6d73b9d1fdb; https://github.com/Effect-TS/effect/commit/027ab5eaf5d908625cb6bc649612361c30ba2e9c; https://github.com/Effect-TS/effect/commit/5e649cff32de870c657e9b8735f7549bd61761fb; https://github.com/Effect-TS/effect/commit/fd9dae95046edd863f2f8f4c524c4782d4c49a75,1e92dbd26f5a74bb32103cbaac0f09460b7954de
7695,fix(HttpApiSchema): clear stale metadata in encodeToWithHeaders,MERGED,merged,2026-09-02T19:57:06Z,2026-09-03T03:48:16Z,2026-09-03T03:48:16Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7695,6525771eef7df6b71a3ef6e299ee93d798ed3dda,2,tim-smart=2,True,1,True,The retained branch is Tim-authored test/fix commits proving inherited 429/text metadata must yield to the wrapper body's default 500/JSON metadata.,No specific later follow-up identified.,7694,https://github.com/Effect-TS/effect/commit/2cdf72489fad44319b92623c4a7dde4a2187b0ce; https://github.com/Effect-TS/effect/commit/5e7ad10ae6f1e9acb6de511c0ce15964a03474bf,
7697,fix(HttpApiBuilder): honor status annotations on stream wrappers,MERGED,merged,2026-09-02T19:57:11Z,2026-09-03T03:49:39Z,2026-09-03T03:49:39Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7697,7750dbe0d5b9929c6d92b0365b42784b993ea2a6,2,kitlangton=1; tim-smart=1,True,0,True,Tim simplified wrapper-aware status lookup and removed the obsolete getStatusStream helper.,No specific later follow-up identified.,7696,https://github.com/Effect-TS/effect/commit/36a24c742afc3665bfb109f193e255e79dfc1f9f; https://github.com/Effect-TS/effect/commit/202fb6aa1a40352519a342c5c54da12d9e341676,6550a074c5c501d8a95dcd354f17e9785a1ae1eb
7699,fix(HttpApiClient): decode form-urlencoded responses through UrlParams,MERGED,merged,2026-09-02T19:57:15Z,2026-09-03T03:50:40Z,2026-09-03T03:50:40Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7699,47b358a4b85d22973a7957abd1a859f65b75b7da,3,kitlangton=1; tim-smart=2,True,0,True,Tim isolated the generated-client reproduction and landed URLSearchParams/UrlParams conversion before form decoding.,No specific later follow-up identified.,7698,https://github.com/Effect-TS/effect/commit/4d6eb94203278ca8a22b78920e56c324a55e4b33; https://github.com/Effect-TS/effect/commit/619bcc1b1d15ecf821fec10fe3ea8d28848db536; https://github.com/Effect-TS/effect/commit/e8f256be143b0787fe72b967d69d36ecbca8dc83,fc668b61e9755545a47582dee6c4425d5652cbb6
7701,fix(HttpApiClient): preserve base paths in URL builders,MERGED,merged,2026-09-02T19:57:19Z,2026-09-03T03:51:33Z,2026-09-03T03:51:34Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7701,62326505a74fcd8fe27c8e2064128d2dea484ecc,1,tim-smart=1,True,1,True,The retained branch is a single Tim-authored implementation commit using the same prefix joining as generated clients.,No specific later follow-up identified.,7700,https://github.com/Effect-TS/effect/commit/78568c2a48dac0fde26e7dd14a19eecb3ac91f17,fc668b61e9755545a47582dee6c4425d5652cbb6
7703,fix(OpenApi): populate schemas before endpoint transforms,MERGED,merged,2026-09-02T19:57:23Z,2026-09-03T03:51:59Z,2026-09-03T03:52:00Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7703,7d455f51acf2f0e9f710f298e14e4d81179a9259,2,kitlangton=1; tim-smart=1,True,0,True,Tim reduced the endpoint-transform regression to parameter reordering after schema population.,No specific later follow-up identified.,7702,https://github.com/Effect-TS/effect/commit/aaec418a989ca16456694e6a3ae10d98b7ab8d1d; https://github.com/Effect-TS/effect/commit/a27afa75b010a13bf8fce2c360a6a2054e72f42e,
7705,fix(HttpApiTest): run registered pre-response handlers,MERGED,merged,2026-09-02T19:57:26Z,2026-09-03T04:07:55Z,2026-09-03T04:07:55Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7705,45ffa7221259c7e4be9797b90f6ca569fe7ec8a3,3,kitlangton=1; tim-smart=2,True,0,True,Tim reduced the pre-response-handler regression and formatted the test imports.,No specific later follow-up identified.,7704,https://github.com/Effect-TS/effect/commit/43a6d8987805baa97907bf873e9b8743ff8c657f; https://github.com/Effect-TS/effect/commit/89311bbf7ffaa1810ed27e879a952e66619445d0; https://github.com/Effect-TS/effect/commit/5c656734e23b5531ce266347fd034a19f346fc25,ca6f0dc4fcea564b351bf505df015d16a8b965ed
7708,fix(NodeFileSystem): accept empty writeAll buffers,MERGED,merged,2026-09-02T21:02:56Z,2026-09-03T04:07:04Z,2026-09-03T04:07:04Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7708,37cdd692adb989da3dff6d65221e5c27fa025ad8,2,kitlangton=1; tim-smart=1,True,0,True,Tim minimized the empty-writeAll regression; nonempty zero-progress protection remains in place.,No specific later follow-up identified.,7707,https://github.com/Effect-TS/effect/commit/b18a95733cd46c3ba3e5bf7d33d6c2f078138f7e; https://github.com/Effect-TS/effect/commit/3c79cf8c7bfddf3f3abd6d800a4b3d268462fa4b,4ab4e838a4c9ab3c9cc0d52d3e83de88686601b0; a6ceb98e89cffdb59297764299bdb35728af63f1; c85fc0b8f2195780929d6fc8ecdc084faf18736c; 93f32c93ca0ba14ac454385796322d0a4a1ef7d7
7710,fix(NodeFileSystem): classify watch events relative to their target,MERGED,merged,2026-09-02T21:03:00Z,2026-09-03T04:26:34Z,2026-09-03T04:26:34Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7710,163cebdc19e339e0bbf23035f3fa3e3322043627,3,kitlangton=1; tim-smart=2,True,1,True,Tim isolated a watch-classification reproduction and landed resolution relative to the watched target.,No specific later follow-up identified.,7709,https://github.com/Effect-TS/effect/commit/071b22ab7fb2a69157cce87779d08a27475c1d4e; https://github.com/Effect-TS/effect/commit/01c9eb9aba2edd16590f8f3b614231acc538f328; https://github.com/Effect-TS/effect/commit/9a3974048236c0c08f4528ec11a4cef9a4336da2,4ab4e838a4c9ab3c9cc0d52d3e83de88686601b0; a6ceb98e89cffdb59297764299bdb35728af63f1; c85fc0b8f2195780929d6fc8ecdc084faf18736c; 93f32c93ca0ba14ac454385796322d0a4a1ef7d7
7712,fix(NodeSink): capture writable finalization errors,MERGED,merged,2026-09-02T21:03:04Z,2026-09-03T04:03:41Z,2026-09-03T04:03:41Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7712,d0a6c5eee03c1f55748739252cdb04c1df37b844,2,kitlangton=1; tim-smart=1,True,0,True,Tim simplified the release note; writable error observation remains active through finalization.,No specific later follow-up identified.,7711,https://github.com/Effect-TS/effect/commit/804664ad6ec8a684caf4959ccb21038795c29833; https://github.com/Effect-TS/effect/commit/1ada20c34fdee4caf01ef5af20eee0d7d5d42b87,
7714,fix(NodeSink): invalidate drain callbacks on interruption,MERGED,merged,2026-09-02T21:03:08Z,2026-09-03T05:03:01Z,2026-09-03T05:03:01Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7714,615c41e193494b3305dad8a98000ed04e2718469,5,kitlangton=1; tim-smart=4,True,0,True,"Tim reduced the regression, first tried callback-signal cancellation, then requested and implemented a local boolean cancellation flag.",No specific later follow-up identified.,7713,https://github.com/Effect-TS/effect/commit/3a5be2dc66442b1a521b3a9fcb327c8307f44aa6; https://github.com/Effect-TS/effect/commit/6f9c7ae4b56a7c5a3b1c682aed950f80408541e1; https://github.com/Effect-TS/effect/commit/145e4837dbb8535b820505b778cba9a2cd475dee; https://github.com/Effect-TS/effect/commit/ee50cf0201576c998040dd879bee42b6577fff09; https://github.com/Effect-TS/effect/commit/0eaf970fb655c4b32166c186b223aff4d8095078,
7716,fix(platform-node): preserve incoming bytes when selecting text readers,MERGED,merged,2026-09-02T21:03:11Z,2026-09-03T04:11:38Z,2026-09-03T04:11:38Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7716,f93d051c3326c4d4e24aa8c2cde67c50850ec02a,3,kitlangton=1; tim-smart=2,True,0,True,Tim isolated byte corruption in the existing client matrix and landed text decoding from cached raw bytes.,No specific later follow-up identified.,7715,https://github.com/Effect-TS/effect/commit/454ee9876595a43051dbec1eb3104de8e90660e5; https://github.com/Effect-TS/effect/commit/98c049847c8ddb5c43584731d1de37e243101172; https://github.com/Effect-TS/effect/commit/149e514770e123fe30d5f693c12a081a531d67f3,ca6f0dc4fcea564b351bf505df015d16a8b965ed; dd6ce2d6e32c86465a7e706ffd31c0925ec6a9b9
7718,fix(NodeHttpClient): parse Undici response forms from cached bytes,MERGED,merged,2026-09-02T21:03:15Z,2026-09-03T05:03:52Z,2026-09-03T05:03:52Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7718,72b85820f1baeb0abb21a47bd470720f58435a15,2,tim-smart=2,True,5,True,The retained branch is Tim-authored test/fix commits parsing cached bytes with native Response.formData and the original headers.,No specific later follow-up identified.,7717,https://github.com/Effect-TS/effect/commit/10c145d517ff095f86f639f69b132ea93fa8bacf; https://github.com/Effect-TS/effect/commit/64b1a10744bc02617f843e8f93cccd4f5517fe80,ca6f0dc4fcea564b351bf505df015d16a8b965ed; dd6ce2d6e32c86465a7e706ffd31c0925ec6a9b9
7720,fix(sql-pglite): preserve string values passed to sql.json,MERGED,merged,2026-09-02T21:03:20Z,2026-09-03T04:15:24Z,2026-09-03T04:15:24Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7720,2b3a9a3fbb7831a5b52aa957eef2fb7392968e7b,2,kitlangton=1; tim-smart=1,True,0,True,Tim simplified JSON-string round-trip coverage while retaining separate string encoding for PGlite.,No specific later follow-up identified.,7719,https://github.com/Effect-TS/effect/commit/c817d3d68be7d3892f98e3ba2848cc1b1cf362e3; https://github.com/Effect-TS/effect/commit/b4740605f612ccce7d75e6452abd52276b0e673e,
7722,fix(sql-sqlite-node): capture unprepared statement preparation errors,MERGED,merged,2026-09-02T21:03:25Z,2026-09-03T04:33:42Z,2026-09-03T04:33:42Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7722,4daa26052632b448b71457e476de49aabce8940d,2,tim-smart=2,True,1,True,The retained branch is Tim-authored test/fix commits routing cached and uncached preparation through the same error-capturing helper.,No specific later follow-up identified.,7721,https://github.com/Effect-TS/effect/commit/de7cd3d4fef4938b744dcebd6b80045ca2eff24c; https://github.com/Effect-TS/effect/commit/df9dcfcc171453139536d9431002b73df3ebf9b0,
7724,fix(sql-mssql): forward the configured NTLM domain,MERGED,merged,2026-09-02T21:03:29Z,2026-09-03T04:43:57Z,2026-09-03T04:43:57Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7724,e42516a9c57ef5626719a128b99deccc0f32c0c8,2,kitlangton=1; tim-smart=1,True,2,False,Tim deleted the standalone Domain.test.ts; the NTLM domain forwarding fix remained.,No specific later follow-up identified.,7723,https://github.com/Effect-TS/effect/commit/41c1e80ec180e641768c1a3962e05d6f64f66ade; https://github.com/Effect-TS/effect/commit/b412da06393fc68a53ad1f1a4b6ed774301856bf,
7726,fix(sql-mssql): adapt byte arrays for automatic VarBinary binding,MERGED,merged,2026-09-02T21:03:32Z,2026-09-03T04:56:13Z,2026-09-03T04:56:13Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7726,fe606666a799e99ff63ddb2173cddef4fff6a885,2,kitlangton=1; tim-smart=1,True,0,True,Tim simplified automatic binary parameter binding and its regression coverage.,No specific later follow-up identified.,7725,https://github.com/Effect-TS/effect/commit/f6ec0b6a25868b63905daab7a7e4191acd3485c0; https://github.com/Effect-TS/effect/commit/9bd58e62ae8a9816a0e6e348171111e148f402da,
7728,fix(NodeChildProcessSpawner): expose the first pipeline stage stdin,MERGED,merged,2026-09-02T21:03:36Z,2026-09-03T04:57:26Z,2026-09-03T04:57:26Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7728,0beaf69e3c368b8aaa1fa6aa1066272f5c554128,4,kitlangton=1; tim-smart=3,True,0,False,"Tim isolated the pipeline routing reproduction and landed first-stage stdin, then deleted the standalone pipeline test file.",No specific later follow-up identified.,7727,https://github.com/Effect-TS/effect/commit/a8ccf15999a392dfdfe7e788723a291ea2f5a585; https://github.com/Effect-TS/effect/commit/98f3f7feedde0484d1c3fe5d8574f0a18a6c4a2b; https://github.com/Effect-TS/effect/commit/f6deb6fdfa0e99a6a85e47c9556a95eb4488781d; https://github.com/Effect-TS/effect/commit/43e548d7b72e0e5edb83b5b3ab150dc958e1edd1,ba2fd822e9618f30d0f430ae4eed2eaa4813e2e3
